index,accuracy,latitude,longitude,timestamp,tdiff,geodist,location,day,week,month,year,visit_time
573,30,19.0548722,72.8518329,2018-04-07 14:08:27.467,1317,62,"(19.054872199999998, 72.851832900000005)",5,14,4,2018,1351
574,16,19.0544377,72.8521687,2018-04-07 14:39:03.398,483,59,"(19.054437700000001, 72.852168699999993)",5,14,4,2018,2097
575,28,19.0547417,72.8522339,2018-04-07 16:07:47.361,2972,39,"(19.054741700000001, 72.852233900000002)",5,14,4,2018,5972
576,30,19.0548672,72.8518418,2018-04-07 17:49:36.523,122,56,"(19.0548672, 72.851841800000003)",5,14,4,2018,1671
577,28,19.0548481,72.8519677,2018-04-07 18:52:32.422,2102,8,"(19.054848100000001, 72.851967700000003)",5,14,4,2018,1336
578,44,19.054738,72.8524676,2018-04-07 19:19:05.471,255,68,"(19.054738, 72.852467599999997)",5,14,4,2018,20317
579,35,19.0546614,72.8521979,2018-04-08 01:43:50.456,2700,2,"(19.054661400000001, 72.852197899999993)",6,14,4,2018,1104
580,33,19.0546548,72.8523906,2018-04-08 02:28:40.453,1584,25,"(19.054654800000002, 72.852390600000007)",6,14,4,2018,21399
581,27,19.0545646,72.8524132,2018-04-08 08:50:55.928,1466,9,"(19.054564599999999, 72.852413200000001)",6,14,4,2018,1090
582,16,19.0544377,72.8521687,2018-04-08 09:40:01.430,1853,27,"(19.054437700000001, 72.852168699999993)",6,14,4,2018,19704
583,32,19.0546954,72.8522382,2018-04-08 15:33:36.446,1455,25,"(19.0546954, 72.852238200000002)",6,14,4,2018,10219
584,26,19.1071965,72.8371232,2018-04-09 03:14:41.415,103,518,"(19.107196500000001, 72.837123199999994)",0,15,4,2018,26320
585,30,19.0606157,72.8506091,2018-04-09 11:03:29.733,58,76,"(19.0606157, 72.8506091)",0,15,4,2018,337
586,37,19.0545725,72.8518716,2018-04-09 11:15:40.526,97,462,"(19.054572499999999, 72.851871599999996)",0,15,4,2018,3299
587,28,19.0549065,72.8518073,2018-04-09 12:12:52.924,118,55,"(19.054906500000001, 72.851807300000004)",0,15,4,2018,2789
588,28,19.0546264,72.8520239,2018-04-09 13:39:58.385,2428,9,"(19.0546264, 72.852023900000006)",0,15,4,2018,5860
589,31,19.0548298,72.8519146,2018-04-09 15:19:52.167,120,53,"(19.0548298, 72.851914600000001)",0,15,4,2018,31617
590,29,19.0547323,72.8524629,2018-04-10 00:31:02.414,1372,52,"(19.054732300000001, 72.852462900000006)",1,15,4,2018,4852
591,50,19.054754,72.85239,2018-04-10 02:20:29.498,1702,57,"(19.054753999999999, 72.85239)",1,15,4,2018,5449
592,31,19.1072152,72.836909,2018-04-10 04:24:17.347,31,263,"(19.107215199999999, 72.836909000000006)",1,15,4,2018,7196
593,50,19.1072046,72.8371996,2018-04-10 07:36:41.482,4319,14,"(19.107204599999999, 72.837199600000005)",1,15,4,2018,12537
594,27,19.1071271,72.836922,2018-04-11 04:50:29.746,32,93,"(19.1071271, 72.836922000000001)",2,15,4,2018,13037
595,28,19.0650816,72.8592334,2018-04-11 09:01:41.813,126,287,"(19.065081599999999, 72.859233399999994)",2,15,4,2018,4527
596,30,19.0544773,72.8522613,2018-04-11 10:28:15.314,59,101,"(19.054477299999999, 72.852261299999995)",2,15,4,2018,547
597,33,19.054934,72.851827,2018-04-11 10:47:48.979,618,71,"(19.054933999999999, 72.851827)",2,15,4,2018,2201
598,27,19.0546932,72.852336,2018-04-11 12:15:44.409,3071,6,"(19.054693199999999, 72.852335999999994)",2,15,4,2018,1085
599,45,19.0544425,72.8515132,2018-04-11 14:28:46.032,60,123,"(19.0544425, 72.851513199999999)",2,15,4,2018,7984
600,33,19.0547323,72.8524629,2018-04-11 17:27:31.587,2720,0,"(19.054732300000001, 72.852462900000006)",2,15,4,2018,24262
601,28,19.0547323,72.8524629,2018-04-12 00:15:30.334,119,51,"(19.054732300000001, 72.852462900000006)",3,15,4,2018,9600
602,28,19.1070885,72.8369382,2018-04-12 03:24:43.239,30,120,"(19.1070885, 72.836938200000006)",3,15,4,2018,9725
603,42,19.107188,72.8372109,2018-04-12 06:10:34.818,67,54,"(19.107188000000001, 72.837210900000002)",3,15,4,2018,9303
604,46,19.1075626,72.8372195,2018-04-12 08:47:23.245,60,53,"(19.107562600000001, 72.837219500000003)",3,15,4,2018,14521
605,34,19.0544306,72.8523763,2018-04-12 13:27:08.165,33,91,"(19.0544306, 72.852376300000003)",3,15,4,2018,3968
606,44,19.0544057,72.8520208,2018-04-12 14:37:34.580,240,53,"(19.0544057, 72.852020800000005)",3,15,4,2018,6268
607,37,19.0547323,72.8524629,2018-04-12 17:07:01.734,2687,18,"(19.054732300000001, 72.852462900000006)",3,15,4,2018,3043
608,47,19.0547323,72.8524629,2018-04-12 22:13:55.969,2440,15,"(19.054732300000001, 72.852462900000006)",3,15,4,2018,1084
609,47,19.0547323,72.8524629,2018-04-12 22:56:09.592,1448,0,"(19.054732300000001, 72.852462900000006)",3,15,4,2018,3252
610,47,19.0547323,72.8524629,2018-04-13 00:53:09.851,3765,0,"(19.054732300000001, 72.852462900000006)",4,15,4,2018,12261
611,30,19.1072355,72.8368898,2018-04-13 04:58:49.510,30,108,"(19.107235500000002, 72.836889799999994)",4,15,4,2018,13549
612,22,19.0555873,72.848971,2018-04-13 12:18:03.000,114,368,"(19.055587299999999, 72.848971000000006)",4,15,4,2018,1514
613,29,19.0544625,72.8522713,2018-04-13 12:56:25.435,201,654,"(19.0544625, 72.852271299999998)",4,15,4,2018,739
614,42,19.0543286,72.8517328,2018-04-13 14:07:52.334,185,148,"(19.054328600000002, 72.851732799999994)",4,15,4,2018,18487
615,47,19.0547323,72.8524629,2018-04-13 19:45:22.117,1700,0,"(19.054732300000001, 72.852462900000006)",4,15,4,2018,968
616,47,19.0547323,72.8524629,2018-04-13 22:03:49.122,2807,0,"(19.054732300000001, 72.852462900000006)",4,15,4,2018,3065
617,29,19.0548361,72.851959,2018-04-14 04:06:50.200,4519,24,"(19.054836099999999, 72.851958999999994)",5,15,4,2018,2180
618,28,19.0545146,72.8522124,2018-04-14 06:23:49.932,6034,29,"(19.054514600000001, 72.852212399999999)",5,15,4,2018,2593
619,50,19.0545608,72.8520116,2018-04-14 08:48:11.452,6060,20,"(19.054560800000001, 72.852011599999997)",5,15,4,2018,618
620,29,19.0547148,72.8524616,2018-04-14 09:04:41.388,370,51,"(19.054714799999999, 72.852461599999998)",5,15,4,2018,4656
621,30,19.0548386,72.8518011,2018-04-14 10:32:40.123,606,57,"(19.0548386, 72.851801100000003)",5,15,4,2018,360
622,32,19.0546785,72.8519878,2018-04-14 11:21:27.325,2566,28,"(19.054678500000001, 72.851987800000003)",5,15,4,2018,365
623,39,19.0547323,72.8524629,2018-04-14 11:57:42.853,1808,48,"(19.054732300000001, 72.852462900000006)",5,15,4,2018,1711
624,50,19.0548356,72.8519591,2018-04-14 12:36:31.064,612,54,"(19.054835600000001, 72.851959100000002)",5,15,4,2018,864
625,31,19.0543409,72.851927,2018-04-14 14:03:06.211,863,71,"(19.0543409, 72.851927000000003)",5,15,4,2018,8403
626,16,19.0544577,72.852169,2018-04-14 16:56:14.446,149,53,"(19.0544577, 72.852169000000004)",5,15,4,2018,2070
627,42,19.0546475,72.8523136,2018-04-15 03:40:45.385,4186,50,"(19.054647500000002, 72.852313600000002)",6,15,4,2018,584
628,32,19.0548257,72.8518176,2018-04-15 04:54:56.891,3864,55,"(19.054825699999999, 72.851817600000004)",6,15,4,2018,408
629,31,19.0548333,72.8519413,2018-04-15 06:19:25.144,3304,17,"(19.054833299999999, 72.851941299999993)",6,15,4,2018,21407
630,16,19.0544577,72.852169,2018-04-15 15:39:05.964,483,54,"(19.0544577, 72.852169000000004)",6,15,4,2018,497
631,27,19.0548629,72.8518119,2018-04-15 16:45:34.345,1244,8,"(19.0548629, 72.851811900000001)",6,15,4,2018,1225
632,31,19.0546746,72.8520518,2018-04-16 01:39:11.648,1721,31,"(19.054674599999998, 72.852051799999998)",0,16,4,2018,1579
633,28,19.1072281,72.8369906,2018-04-16 04:16:07.358,30,126,"(19.1072281, 72.836990599999993)",0,16,4,2018,16531
634,31,19.1100426,72.8376897,2018-04-16 08:59:53.457,65,85,"(19.1100426, 72.837689699999999)",0,16,4,2018,3903
635,27,19.1071383,72.8371206,2018-04-16 10:09:18.317,33,62,"(19.107138299999999, 72.837120600000006)",0,16,4,2018,2920
636,38,19.0546495,72.852293,2018-04-16 12:23:04.668,92,473,"(19.0546495, 72.852293000000003)",0,16,4,2018,318
637,36,19.0549366,72.8517598,2018-04-16 12:38:28.757,602,70,"(19.054936600000001, 72.851759799999996)",0,16,4,2018,485
638,27,19.054697,72.8522407,2018-04-16 12:48:35.229,119,64,"(19.054697000000001, 72.852240699999996)",0,16,4,2018,23321
639,41,19.0547696,72.8518399,2018-04-16 20:16:02.123,3443,3,"(19.0547696, 72.851839900000002)",0,16,4,2018,5745
640,29,19.0547639,72.8522082,2018-04-16 22:28:58.146,2215,0,"(19.054763900000001, 72.852208200000007)",0,16,4,2018,2024
641,29,19.054791,72.8519064,2018-04-17 01:16:44.553,8036,7,"(19.054791000000002, 72.851906400000004)",1,16,4,2018,2833
642,16,19.0544378,72.8521734,2018-04-17 02:30:01.233,1559,45,"(19.054437799999999, 72.852173399999998)",1,16,4,2018,3385
643,27,19.1071044,72.8368848,2018-04-17 03:51:05.241,29,74,"(19.107104400000001, 72.836884800000007)",1,16,4,2018,2292
644,30,19.1100653,72.837511,2018-04-17 04:35:41.477,371,323,"(19.110065299999999, 72.837511000000006)",1,16,4,2018,1839
645,50,19.1076029,72.8365728,2018-04-17 05:08:28.361,117,284,"(19.1076029, 72.836572799999999)",1,16,4,2018,13170
646,27,19.1072171,72.8372147,2018-04-17 09:58:19.467,4166,14,"(19.1072171, 72.837214700000004)",1,16,4,2018,2825
647,31,19.0545271,72.8523708,2018-04-17 11:11:49.305,29,92,"(19.054527100000001, 72.852370800000003)",1,16,4,2018,438
648,28,19.0546243,72.8523232,2018-04-17 11:29:31.476,241,61,"(19.0546243, 72.852323200000001)",1,16,4,2018,1239
649,42,19.054619,72.8523306,2018-04-17 12:12:55.430,1362,2,"(19.054618999999999, 72.852330600000002)",1,16,4,2018,422
650,38,19.055145,72.8489579,2018-04-17 12:38:42.028,61,52,"(19.055145, 72.848957900000002)",1,16,4,2018,938
651,30,19.0547218,72.8522751,2018-04-17 13:54:06.686,2829,25,"(19.054721799999999, 72.8522751)",1,16,4,2018,29956
652,47,19.0546988,72.8524431,2018-04-18 00:45:43.180,5742,0,"(19.054698800000001, 72.852443100000002)",2,16,4,2018,3998
653,16,19.0544378,72.8521734,2018-04-18 02:33:33.484,2463,40,"(19.054437799999999, 72.852173399999998)",2,16,4,2018,6054
654,28,19.1068523,72.8368398,2018-04-18 04:42:10.762,32,256,"(19.1068523, 72.836839800000007)",2,16,4,2018,11075
655,34,19.1099398,72.8370269,2018-04-18 08:52:04.459,191,301,"(19.109939799999999, 72.837026899999998)",2,16,4,2018,8174
656,32,19.1077349,72.8368979,2018-04-18 11:13:32.863,31,68,"(19.107734900000001, 72.836897899999997)",2,16,4,2018,1488
657,29,19.0544783,72.8523379,2018-04-18 12:06:55.712,34,75,"(19.0544783, 72.852337899999995)",2,16,4,2018,3212
658,28,19.0544754,72.8523221,2018-04-18 14:14:38.962,30,55,"(19.054475400000001, 72.852322099999995)",2,16,4,2018,431
659,26,19.0544378,72.8521734,2018-04-18 15:08:36.243,2803,37,"(19.054437799999999, 72.852173399999998)",2,16,4,2018,2429
660,27,19.0546906,72.852414,2018-04-18 16:11:34.021,1340,38,"(19.054690600000001, 72.852413999999996)",2,16,4,2018,1346
661,28,19.0544378,72.8521734,2018-04-18 17:04:37.756,1713,69,"(19.054437799999999, 72.852173399999998)",2,16,4,2018,3019
662,28,19.0546604,72.8521239,2018-04-18 20:39:09.882,2323,0,"(19.054660399999999, 72.852123899999995)",2,16,4,2018,4655
663,35,19.0546988,72.8524431,2018-04-19 00:20:08.794,8597,36,"(19.054698800000001, 72.852443100000002)",3,16,4,2018,2439
664,30,19.0547613,72.85218,2018-04-19 01:25:15.906,1461,8,"(19.054761299999999, 72.852180000000004)",3,16,4,2018,1098
665,50,19.054448,72.852187,2018-04-19 02:10:17.337,1600,36,"(19.054448000000001, 72.852187000000001)",3,16,4,2018,4617
666,30,19.0545514,72.8523663,2018-04-19 04:11:05.775,2622,46,"(19.054551400000001, 72.8523663)",3,16,4,2018,503
667,27,19.107218,72.8370677,2018-04-19 04:45:37.485,29,115,"(19.107218, 72.837067700000006)",3,16,4,2018,15567
668,47,19.1072046,72.8372188,2018-04-19 10:03:45.022,3462,21,"(19.107204599999999, 72.837218800000002)",3,16,4,2018,6222
669,30,19.0544762,72.8522647,2018-04-19 12:21:19.576,65,157,"(19.0544762, 72.852264700000006)",3,16,4,2018,1239
670,33,19.0548443,72.8520392,2018-04-19 13:24:11.722,2527,47,"(19.054844299999999, 72.852039199999993)",3,16,4,2018,5897
671,37,19.0546988,72.8524431,2018-04-19 15:50:17.816,1355,5,"(19.054698800000001, 72.852443100000002)",3,16,4,2018,6454
672,39,19.0546988,72.8524431,2018-04-19 19:30:50.484,2070,68,"(19.054698800000001, 72.852443100000002)",3,16,4,2018,18662
673,29,19.0544378,72.8521734,2018-04-20 02:19:00.975,3476,21,"(19.054437799999999, 72.852173399999998)",4,16,4,2018,3675
674,28,19.1072424,72.8369352,2018-04-20 04:33:41.799,120,101,"(19.107242400000001, 72.836935199999999)",4,16,4,2018,2255
675,27,19.1072008,72.8371975,2018-04-20 05:40:36.383,1749,2,"(19.107200800000001, 72.837197500000002)",4,16,4,2018,12250
676,36,19.1082546,72.8385958,2018-04-20 09:10:00.563,265,194,"(19.108254599999999, 72.838595799999993)",4,16,4,2018,3024
677,30,19.1072533,72.837016,2018-04-20 10:05:00.910,262,243,"(19.1072533, 72.837016000000006)",4,16,4,2018,1489
678,16,19.1072046,72.8372188,2018-04-20 11:06:43.216,2208,0,"(19.107204599999999, 72.837218800000002)",4,16,4,2018,3346
679,43,19.0554398,72.8490298,2018-04-20 12:35:43.578,242,52,"(19.055439799999998, 72.849029799999997)",4,16,4,2018,1543
680,31,19.05477,72.8521039,2018-04-20 13:36:24.446,1726,38,"(19.054770000000001, 72.852103900000003)",4,16,4,2018,3025
681,29,19.0544627,72.8522721,2018-04-20 14:31:29.712,135,53,"(19.054462699999998, 72.852272099999993)",4,16,4,2018,4077
682,50,19.0546438,72.8519027,2018-04-21 01:51:43.718,31893,28,"(19.054643800000001, 72.851902699999997)",5,16,4,2018,496
683,16,19.0544378,72.8521734,2018-04-21 03:32:12.237,5530,35,"(19.054437799999999, 72.852173399999998)",5,16,4,2018,1474
684,35,19.1068484,72.8367409,2018-04-21 04:20:46.580,79,449,"(19.106848400000001, 72.836740899999995)",5,16,4,2018,12629
685,16,19.1072046,72.8372188,2018-04-21 08:19:46.980,1641,0,"(19.107204599999999, 72.837218800000002)",5,16,4,2018,10301
686,30,19.1084952,72.8386151,2018-04-21 11:20:25.861,370,197,"(19.1084952, 72.838615099999998)",5,16,4,2018,1763
687,31,19.0546457,72.8521314,2018-04-21 12:23:58.320,31,86,"(19.054645699999998, 72.852131400000005)",5,16,4,2018,4258
688,50,19.0545427,72.8519993,2018-04-21 14:18:16.941,2576,22,"(19.054542699999999, 72.851999300000003)",5,16,4,2018,743
689,28,19.054626,72.8521757,2018-04-21 15:11:27.876,2447,8,"(19.054625999999999, 72.852175700000004)",5,16,4,2018,858
690,31,19.0549118,72.8517858,2018-04-21 16:23:17.834,3450,46,"(19.054911799999999, 72.851785800000002)",5,16,4,2018,551
691,30,19.0547773,72.8521837,2018-04-22 06:15:43.766,43675,48,"(19.054777300000001, 72.852183699999998)",6,16,4,2018,1100
692,23,19.1011701,72.8448222,2018-04-22 06:47:32.885,35,92,"(19.101170100000001, 72.844822199999996)",6,16,4,2018,9772
693,16,19.0544378,72.8521734,2018-04-22 11:11:08.464,5592,4218,"(19.054437799999999, 72.852173399999998)",6,16,4,2018,8075
694,16,19.0544378,72.8521734,2018-04-22 16:05:26.774,1433,34,"(19.054437799999999, 72.852173399999998)",6,16,4,2018,2047
695,50,19.054796,72.8518606,2018-04-22 23:03:48.728,4521,16,"(19.054796, 72.851860599999995)",6,16,4,2018,724
696,50,19.0548576,72.8518868,2018-04-22 23:36:13.737,1218,10,"(19.054857599999998, 72.851886800000003)",6,16,4,2018,2325
697,28,19.0546055,72.8523595,2018-04-23 01:05:57.157,3055,61,"(19.054605500000001, 72.852359500000006)",0,17,4,2018,5073
698,39,19.1071977,72.8373306,2018-04-23 03:37:27.786,2275,102,"(19.1071977, 72.837330600000001)",0,17,4,2018,4034
699,42,19.1072046,72.8372188,2018-04-23 04:51:39.776,30,1392,"(19.107204599999999, 72.837218800000002)",0,17,4,2018,11021
700,25,19.1072109,72.8372388,2018-04-23 09:33:53.961,5858,2,"(19.107210899999998, 72.837238799999994)",0,17,4,2018,6432
701,29,19.0544818,72.852297,2018-04-23 12:05:40.060,57,100,"(19.054481800000001, 72.852296999999993)",0,17,4,2018,1892
702,28,19.0548768,72.8517704,2018-04-23 13:43:00.747,3940,60,"(19.054876799999999, 72.851770400000007)",0,17,4,2018,6971
703,46,19.0534201,72.8472034,2018-04-23 15:43:24.319,241,553,"(19.0534201, 72.847203399999998)",0,17,4,2018,581
704,47,20.5529713,74.5169139,2018-04-24 07:51:13.471,10973,44118,"(20.552971299999999, 74.516913900000006)",1,17,4,2018,517
705,28,20.9031166,74.7729367,2018-04-24 16:19:10.973,61,244,"(20.903116600000001, 74.772936700000002)",1,17,4,2018,1638
706,27,19.0549128,72.851822,2018-04-25 00:04:51.599,25169,281840,"(19.0549128, 72.851821999999999)",2,17,4,2018,4901
707,31,19.0548156,72.8520897,2018-04-25 01:49:04.690,1343,22,"(19.054815600000001, 72.852089699999993)",2,17,4,2018,8741
708,27,19.1071487,72.8369973,2018-04-25 05:09:01.796,64,423,"(19.1071487, 72.836997299999993)",2,17,4,2018,24206
709,38,19.0545304,72.8518486,2018-04-25 12:31:48.653,30,140,"(19.054530400000001, 72.851848599999997)",2,17,4,2018,3793
710,50,19.0546936,72.8522628,2018-04-25 13:49:37.727,870,52,"(19.0546936, 72.852262800000005)",2,17,4,2018,2570
711,35,19.0544662,72.8521629,2018-04-25 15:07:50.805,2112,8,"(19.0544662, 72.852162899999996)",2,17,4,2018,4522
712,16,19.0544662,72.8521629,2018-04-25 17:06:42.119,243,61,"(19.0544662, 72.852162899999996)",2,17,4,2018,4740
713,16,19.0544662,72.8521629,2018-04-26 02:22:25.372,28583,0,"(19.0544662, 72.852162899999996)",3,17,4,2018,3479
714,28,19.1071394,72.8370042,2018-04-26 04:09:28.526,29,210,"(19.107139400000001, 72.837004199999996)",3,17,4,2018,24440
715,40,19.0544893,72.8521199,2018-04-26 11:36:39.808,60,171,"(19.0544893, 72.852119900000005)",3,17,4,2018,4018
716,32,19.0545121,72.8522573,2018-04-26 15:14:49.001,3405,64,"(19.0545121, 72.852257300000005)",3,17,4,2018,4086
717,50,19.0548827,72.8518271,2018-04-27 01:32:56.761,2587,16,"(19.0548827, 72.851827099999994)",4,17,4,2018,975
718,31,19.0545977,72.8523262,2018-04-27 02:34:05.588,2692,63,"(19.054597699999999, 72.852326199999993)",4,17,4,2018,2293
719,29,19.107,72.836946,2018-04-27 03:41:10.928,28,274,"(19.106999999999999, 72.836945999999998)",4,17,4,2018,1377
720,42,19.1073423,72.8370634,2018-04-27 04:30:37.169,1583,4,"(19.107342299999999, 72.837063400000005)",4,17,4,2018,868
721,33,19.1074207,72.837058,2018-04-27 05:10:26.091,509,117,"(19.107420699999999, 72.837057999999999)",4,17,4,2018,23602
722,32,19.0545208,72.8522632,2018-04-27 13:22:41.031,29,52,"(19.054520799999999, 72.852263199999996)",4,17,4,2018,2218
723,16,19.0551959,72.8531286,2018-04-27 15:56:11.433,1910,0,"(19.055195900000001, 72.853128600000005)",4,17,4,2018,2181
724,28,19.0547325,72.8522049,2018-04-27 16:44:58.668,736,110,"(19.0547325, 72.852204900000004)",4,17,4,2018,1206
725,30,19.0546897,72.8522553,2018-04-28 00:52:07.373,21157,38,"(19.054689700000001, 72.852255299999996)",5,17,4,2018,1737
726,31,19.1069381,72.8370043,2018-04-28 01:49:51.136,29,287,"(19.106938100000001, 72.837004300000004)",5,17,4,2018,9408
727,28,19.1073659,72.837392,2018-04-28 04:28:24.294,61,51,"(19.107365900000001, 72.837391999999994)",5,17,4,2018,7141
728,27,19.1031664,72.8366056,2018-04-28 06:36:05.863,121,141,"(19.103166399999999, 72.836605599999999)",5,17,4,2018,758
729,30,19.1042749,72.8367573,2018-04-28 06:50:47.420,121,107,"(19.1042749, 72.836757300000002)",5,17,4,2018,619
730,28,19.1070225,72.8369998,2018-04-28 07:06:25.053,60,78,"(19.107022499999999, 72.836999800000001)",5,17,4,2018,17853
731,28,19.1067669,72.8402454,2018-04-28 12:17:28.782,260,163,"(19.1067669, 72.840245400000001)",5,17,4,2018,4794
732,28,19.1080925,72.8396939,2018-04-28 13:41:58.353,135,65,"(19.108092500000001, 72.8396939)",5,17,4,2018,4233
733,31,19.066766,72.833991,2018-04-28 15:20:39.395,30,70,"(19.066766000000001, 72.833990999999997)",5,17,4,2018,1117
734,28,19.0653898,72.8343853,2018-04-28 15:44:47.454,81,51,"(19.065389799999998, 72.834385299999994)",5,17,4,2018,1021
735,27,19.0645758,72.8348298,2018-04-28 16:09:01.369,430,76,"(19.0645758, 72.834829799999994)",5,17,4,2018,823
736,34,19.0548467,72.8517366,2018-04-28 18:52:26.239,8875,1955,"(19.054846699999999, 72.851736599999995)",5,17,4,2018,847
737,44,19.0544662,72.8521629,2018-04-29 03:49:38.439,4686,26,"(19.0544662, 72.852162899999996)",6,17,4,2018,6480
738,37,19.0694979,72.8682044,2018-04-29 05:56:46.368,124,543,"(19.069497899999998, 72.868204399999996)",6,17,4,2018,406
739,50,19.7255504,73.63111,2018-04-29 08:36:25.455,4989,63348,"(19.725550399999999, 73.631110000000007)",6,17,4,2018,2624
740,35,19.0548886,72.8518974,2018-05-01 15:52:36.863,175,970,"(19.054888600000002, 72.851897399999999)",1,18,5,2018,2247
741,17,19.0547851,72.8521989,2018-05-01 16:52:37.000,1347,45,"(19.0547851, 72.852198900000005)",1,18,5,2018,833
742,35,19.0548011,72.8519121,2018-05-01 18:09:47.753,1236,10,"(19.054801099999999, 72.851912100000007)",1,18,5,2018,1709
743,39,19.0548435,72.8517549,2018-05-01 22:19:32.448,13274,14,"(19.0548435, 72.851754900000003)",1,18,5,2018,481
744,30,19.0545565,72.8524133,2018-05-02 02:57:30.287,3994,73,"(19.0545565, 72.852413299999995)",2,18,5,2018,3461
745,30,19.1071174,72.8370351,2018-05-02 04:20:07.692,94,499,"(19.1071174, 72.837035099999994)",2,18,5,2018,7719
746,31,19.1070198,72.8371387,2018-05-02 07:00:51.799,1874,21,"(19.1070198, 72.837138699999997)",2,18,5,2018,9059
747,35,19.1071792,72.8372397,2018-05-02 10:47:29.565,4502,0,"(19.107179200000001, 72.837239699999998)",2,18,5,2018,16386
748,34,19.0550383,72.8518088,2018-05-02 15:57:01.006,395,80,"(19.0550383, 72.851808800000001)",2,18,5,2018,808
749,31,19.0548569,72.8519714,2018-05-02 17:01:24.836,3054,5,"(19.054856900000001, 72.851971399999996)",2,18,5,2018,3581
750,28,19.054738,72.8521568,2018-05-03 01:01:26.144,16453,24,"(19.054738, 72.852156800000003)",3,18,5,2018,6022
751,27,19.1071184,72.8369758,2018-05-03 03:08:38.180,30,52,"(19.107118400000001, 72.836975800000005)",3,18,5,2018,28135
752,16,19.0544645,72.8521889,2018-05-03 13:49:34.311,4076,51,"(19.054464500000002, 72.852188900000002)",3,18,5,2018,2145
753,23,19.0544645,72.8521889,2018-05-03 15:28:42.220,2536,57,"(19.054464500000002, 72.852188900000002)",3,18,5,2018,1365
754,36,19.0549812,72.8518433,2018-05-03 18:27:27.183,2107,13,"(19.0549812, 72.851843299999999)",3,18,5,2018,8280
755,30,19.055008,72.8519762,2018-05-03 21:40:39.750,3305,11,"(19.055008000000001, 72.851976199999996)",3,18,5,2018,13329
756,40,19.0550046,72.8519678,2018-05-04 02:24:30.015,3684,16,"(19.0550046, 72.851967799999997)",4,18,5,2018,1874
757,30,19.0546559,72.8522026,2018-05-04 03:44:59.198,2953,8,"(19.0546559, 72.852202599999998)",4,18,5,2018,856
758,30,19.1068219,72.8368862,2018-05-04 04:28:29.397,31,115,"(19.1068219, 72.836886199999995)",4,18,5,2018,3010
759,27,19.1071662,72.8372143,2018-05-04 06:44:20.244,5126,3,"(19.107166200000002, 72.837214299999999)",4,18,5,2018,2239
760,16,19.107138,72.837146,2018-05-04 11:56:07.174,16456,7,"(19.107137999999999, 72.837146000000004)",4,18,5,2018,613
761,29,19.0544652,72.8522925,2018-05-04 12:37:14.575,30,103,"(19.054465199999999, 72.852292500000004)",4,18,5,2018,1358
762,32,19.0542383,72.8519793,2018-05-04 14:14:22.987,4318,123,"(19.054238300000002, 72.851979299999996)",4,18,5,2018,4839
763,16,19.0544645,72.8521889,2018-05-04 15:51:36.480,497,57,"(19.054464500000002, 72.852188900000002)",4,18,5,2018,0
